0.30517578,-48.68281
0.61035156,-61.27782
0.91552734,-65.1927
1.22070313,-63.90619
1.52587891,-61.93243
1.83105469,-63.99529
2.13623047,-72.70836
2.44140625,-68.71739
2.74658203,-64.43976
3.05175781,-60.42397
3.35693359,-69.91199
3.66210938,-56.23345
3.96728516,-57.88917
4.27246094,-57.99618
4.57763672,-60.99048
4.8828125,-62.42815
5.18798828,-62.31925
5.49316406,-64.80701
5.79833984,-64.40905
6.10351563,-62.99067
6.40869141,-58.55059
6.71386719,-53.11966
7.01904297,-55.86908
7.32421875,-56.75712
7.62939453,-53.033
7.93457031,-54.89931
8.23974609,-54.36039
8.54492188,-49.96013
8.85009766,-47.36939
9.15527344,-47.23947
9.46044922,-48.23055
9.765625,-55.35836
10.07080078,-64.40562
10.37597656,-56.14666
10.68115234,-48.87868
10.98632813,-47.87159
11.29150391,-52.43401
11.59667969,-55.26452
11.90185547,-46.54209
12.20703125,-44.98454
12.51220703,-45.90237
12.81738281,-49.00591
13.12255859,-48.88301
13.42773438,-50.88246
13.73291016,-54.53957
14.03808594,-56.08488
14.34326172,-52.84062
14.6484375,-46.96127
14.95361328,-48.94771
15.25878906,-56.29126
15.56396484,-55.61908
15.86914063,-51.20042
16.17431641,-51.45119
16.47949219,-51.23802
16.78466797,-51.16798
17.08984375,-51.87409
17.39501953,-52.55441
17.70019531,-52.75764
18.00537109,-52.19693
18.31054688,-61.5172
18.61572266,-57.03084
18.92089844,-60.48016
19.22607422,-51.92093
19.53125,-47.84868
19.83642578,-50.30899
20.14160156,-52.02149
20.44677734,-51.55738
20.75195313,-52.96529
21.05712891,-50.10619
21.36230469,-51.45096
21.66748047,-57.19595
21.97265625,-50.27794
22.27783203,-49.23885
22.58300781,-51.31747
22.88818359,-57.28336
23.19335938,-56.45222
23.49853516,-53.35496
23.80371094,-52.50543
24.10888672,-49.04597
24.4140625,-50.4515
24.71923828,-59.67808
25.02441406,-56.29027
25.32958984,-61.90935
25.63476563,-56.02092
25.93994141,-54.51908
26.24511719,-55.32241
26.55029297,-54.89545
26.85546875,-54.21082
27.16064453,-56.4721
27.46582031,-58.39411
27.77099609,-71.44622
28.07617188,-56.0239
28.38134766,-52.43562
28.68652344,-57.9398
28.99169922,-54.66582
29.296875,-53.39497
29.60205078,-55.1316
29.90722656,-54.42572
30.21240234,-53.12399
30.51757813,-49.6134
30.82275391,-47.93972
31.12792969,-51.00874
31.43310547,-54.44496
31.73828125,-53.31335
32.04345703,-52.26537
32.34863281,-55.35894
32.65380859,-59.3379
32.95898438,-48.41036
33.26416016,-49.84665
33.56933594,-54.9803
33.87451172,-51.47918
34.1796875,-52.85516
34.48486328,-49.80089
34.79003906,-48.16517
35.09521484,-49.01295
35.40039063,-52.24141
35.70556641,-63.36264
36.01074219,-53.05856
36.31591797,-54.11217
36.62109375,-55.23523
36.92626953,-59.72439
37.23144531,-57.97177
37.53662109,-52.22778
37.84179688,-55.28187
38.14697266,-66.13198
38.45214844,-58.24938
38.75732422,-63.33236
39.0625,-55.37402
39.36767578,-56.76422
39.67285156,-53.1054
39.97802734,-53.19212
40.28320313,-48.4451
40.58837891,-44.61993
40.89355469,-47.96276
41.19873047,-51.42773
41.50390625,-50.94996
41.80908203,-50.77864
42.11425781,-51.32602
42.41943359,-55.82347
42.72460938,-57.89473
43.02978516,-48.58344
43.33496094,-45.15853
43.64013672,-40.47265
43.9453125,-36.77391
44.25048828,-39.23769
44.55566406,-22.1083
44.86083984,-12.28321
45.16601563,-12.55003
45.47119141,-21.77206
45.77636719,-36.06042
46.08154297,-38.46426
46.38671875,-42.75975
46.69189453,-45.1906
46.99707031,-49.5075
47.30224609,-57.73743
47.60742188,-67.47982
47.91259766,-59.65105
48.21777344,-54.92807
48.52294922,-49.91775
48.828125,-51.16661
49.13330078,-54.20061
49.43847656,-41.57581
49.74365234,-39.26298
50.04882813,-45.99319
50.35400391,-59.51942
50.65917969,-53.63217
50.96435547,-59.0423
51.26953125,-62.2887
51.57470703,-66.01035
51.87988281,-58.78275
52.18505859,-59.13744
52.49023438,-65.02968
52.79541016,-68.24872
53.10058594,-57.21066
53.40576172,-51.77471
53.7109375,-50.70257
54.01611328,-51.03419
54.32128906,-49.25726
54.62646484,-50.00452
54.93164063,-50.81623
55.23681641,-52.02985
55.54199219,-51.67335
55.84716797,-49.95935
56.15234375,-49.89852
56.45751953,-49.53172
56.76269531,-48.02084
57.06787109,-49.72742
57.37304688,-59.44994
57.67822266,-53.42567
57.98339844,-51.61361
58.28857422,-52.80695
58.59375,-52.30538
58.89892578,-53.27232
59.20410156,-54.76605
59.50927734,-65.72388
59.81445313,-59.72104
60.11962891,-56.55061
60.42480469,-55.65903
60.72998047,-61.57099
61.03515625,-57.0939
61.34033203,-58.60379
61.64550781,-59.26426
61.95068359,-51.10447
62.25585938,-48.39896
62.56103516,-54.61334
62.86621094,-53.30317
63.17138672,-51.42868
63.4765625,-53.28537
63.78173828,-54.00353
64.08691406,-68.21944
64.39208984,-55.18143
